path,class
/blue/bme6938/share/Datasets/SkinLesions/acne/ac98_JPG.rf.0c421d8e508848fdad2ab627c6fc56df.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac82_JPG.rf.5be79cf2b935c64b43f4b52569200e40.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n14_JPG.rf.54911984988a9f20daf5ee498b1382cd.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac41_JPG.rf.ce3ffec510d3203e85c71f6e0ce9cb1f.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac44_JPG.rf.37c320650eeed2a656125e14ada103e1.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac24_JPG.rf.633bdc84cf1757d9777fbacf8ee09d24.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n14_JPG.rf.99a0ae971b68c3f12aba4756ca0522ef.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n10_JPG.rf.a8ba5d3d741fc1cbf4f670fb5a0d734b.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n2_JPG.rf.10e466620934f070c784412f7351526b.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac31_JPG.rf.9deb625ec2e5c8f1b4ccebd182fc0239.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n19_JPG.rf.19b2f1b1c2ccccdc8ef777f8c41d7293.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac3_jpg.rf.0b41397a20074fbf62b7a8bab68dbb1c.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n17_JPG.rf.10ffb4f36e5202390bee36b37fa28599.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac58_JPG.rf.3811cb29f7c1548abdde433f2c85871a.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac90_JPG.rf.3bcf5a723783ef5322dcdf324266760b.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac26_JPG.rf.7ea3ea7c02ec73365e3281cf01857594.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac11_jpg.rf.3cf5998cf50c85c3a7f9a3d3e7b7022a.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n19_JPG.rf.cd52082fd3320617633196edacd49bff.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac17_jpg.rf.f177806a9ae9a903af16beeb9d589965.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac98_JPG.rf.64fc6e78321bbe692ddf9c262394b68f.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac43_JPG.rf.caeb965bc4c05045fbe81c1b6d4ceb54.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac51_JPG.rf.960bc6aa0606f419e1d9f5e26dee0b55.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac56_JPG.rf.054afea364de72b5cd429c404ba3fcdf.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac41_JPG.rf.3aeacdbf0979d8dd450ef33fd4bd7834.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n4_JPG.rf.abd6d98e472833193e74d9c04e8939e0.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac85_JPG.rf.0b7b87ba00f90c674f226da36ee79ded.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac98_JPG.rf.111c6e47f92139fc360b2b0065c6794e.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n11_JPG.rf.48290db51355f3e2f53a3b5fd2cf01ce.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac23_JPG.rf.7c0120f1bdd49d12b3616177cf207175.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n15_JPG.rf.c5304397509e0b914d1a3e42ecbe653a.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac97_JPG.rf.334e0731f51caaa524d93bf752d62b49.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac93_JPG.rf.2bab9ff2864cdb032dce7db9bbd2ed49.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac99_JPG.rf.db8a7a7db2168b4199316ff0e54b4a25.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac4_jpg.rf.076775930e75632719d1fd71ab0231af.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac29_JPG.rf.6a1f3eb2e35f8cb526338e72d7c5fb0b.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac90_JPG.rf.0d7696a1025c49276dd8500bae1fbd18.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac22_JPG.rf.13e55442335246989e22d67271107cd1.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac49_JPG.rf.a7daa6fa3917fb85e9b5f05c479765b4.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n1_JPG.rf.5fcb990ba0dd25c273d03f64da2f1b87.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n1_JPG.rf.b4a1e1eb9466dcfd89f2e2f694d32dcf.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac96_JPG.rf.aeb6f4a15086c89d2e2bc9bd3cd1e1a6.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac12_jpg.rf.5f9d81f2bd6c51f7c559a18883e84809.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac4_jpg.rf.da9a60ec57c4eb21281f253f8fa8da61.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac3_jpg.rf.044c8496c376cdc8db0d202ae713b9d2.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n20_JPG.rf.585b459794a89870c48437f1ce8f7b5a.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac57_JPG.rf.0bd1cc8a069dfc745a7814729156ce3c.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n18_JPG.rf.845479f97b49c5d923fcd9fe9a52acc4.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac55_JPG.rf.9caff14cf8707856fddcffe838933800.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac57_JPG.rf.209aff6e1e5882fefdb3660ace41b609.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac95_JPG.rf.2deeadfe8a222123b7eb19a58a39c49b.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac54_JPG.rf.0cc060f2dc3bbf918fe437c3407deb09.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac91_JPG.rf.2eb7f48f926278c3f667587474cc4d5f.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac19_jpg.rf.62e9408b85d66d90f6c147e7ae1fa644.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n6_JPG.rf.3846992347fab60564edd270def89fa0.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n9_JPG.rf.fa4d101b39ecf179092d1603a53163ca.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac2_jpg.rf.0e1e8be157ed37ef4c5c5c5375dd672f.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac81_JPG.rf.0f35537ccd63729fab184ca69b198425.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n19_JPG.rf.03e03bba99ed8d895568ab474a618e8a.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac90_JPG.rf.b1959e3e4819672cea3acbcc7c9f6f90.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac35_JPG.rf.a7b4e05f25525318699f69c74ae468e2.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac25_JPG.rf.30821ccb561affb72f124660a4b6488b.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac51_JPG.rf.707a78f6b7783a44615c1a72eb4bd05e.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac37_JPG.rf.aa7e0d5496bc54dc6b00456b27c04006.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n10_JPG.rf.372556744d135ed03990f2e8441ab0fb.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac36_JPG.rf.e7f583b885d7946a242bbf2bc055b55b.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac58_JPG.rf.f2f5b28a270f04b2a952c33dfb0bbd1b.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac39_JPG.rf.9039c672d7e1a1d07381b2104fc460bf.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac92_JPG.rf.e5cb993c4db20f18552a521b13555524.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac91_JPG.rf.befc616f7a1e66f71e59e5d1f60a18d3.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac87_png.rf.4499bfbc0d22bce903d5b1bc919a16a6.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac32_JPG.rf.94014d09fbff06ac4b37a6dafb94c71c.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac53_JPG.rf.e9c72a6088815167d852ebf31a340bbc.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac1_jpg.rf.1c4f105e2231975b8530484b11d42c89.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac16_jpg.rf.18b2746a7dd9cde6bed64756cfeef438.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac30_JPG.rf.638fe6b8e667e4b968557770c26b6e36.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac28_JPG.rf.dcb71d82e6955239e1de17572162fc07.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac35_JPG.rf.9a322372179f34ce927e6383ca18b0e0.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac47_JPG.rf.c05020d90b130d7c95540836f4763434.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac96_JPG.rf.8b876ae4a408a36d4b6f1fa58b8d03bf.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac85_JPG.rf.3f59e6688ae0097b43874d1966744304.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac56_JPG.rf.3d150045ae95d3a081d20d501e5f812b.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n3_JPG.rf.d538ca2fa172fe07cf8e9879dfff2f62.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac8_JPG.rf.5bf4c14b38f3c2b11adf3f687d0fc8d1.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac40_JPG.rf.dfd4048d3c6b300430058db818f900ca.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac94_JPG.rf.460cb010a5aa019f8626e847403a6f52.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n16_JPG.rf.cc74b60dca99a8d128d35e13e63e2b39.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac46_JPG.rf.f4062b9b3d00fd4119a5263502cd2bc1.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac12_jpg.rf.c7f3423bd31c2304b89b58ea282e8f0a.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac46_JPG.rf.d2a2006d747e30e0f04d75af5f8e045d.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac31_JPG.rf.8db0b091a07e66a2578036a6fb5eb96c.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n3_JPG.rf.ecbbc6dd7be1ea005038e3d8c00a6a80.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac19_jpg.rf.60bb8226a4cb182ad4e0920142c50c1d.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac11_jpg.rf.666475883172ac1cc2386337fad26214.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac28_JPG.rf.ddc417f6c86ecdb55a1a631462801178.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac33_JPG.rf.00bb7952e76276ddad1a7b84234691e3.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac81_JPG.rf.4a1c39e347ebfe0f6cc9cbe4c8fbc537.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac95_JPG.rf.73ff6d87100fc04e780fda08ccd1509a.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac10_JPG.rf.7b79be777aebebf95e7703aa12302783.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n8_JPG.rf.caf7830587e26e65cdb7dc1bbb5d119d.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac34_JPG.rf.7b73d638eaa43cfd15d3f5df327f349a.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n14_JPG.rf.a2396a9b5ee695eaaf889e5ac9038e71.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n13_JPG.rf.2b604274b78b257e3760de48d98c218c.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n11_JPG.rf.9e48d6b5d11024f5b351bbf032e03e1c.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac38_JPG.rf.9fb3b183d3b491f2645f804a53f376b0.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac60_JPG.rf.9fd7de55e2db8d2a4fd7ecb275a54563.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac24_JPG.rf.c0fd080649e5bcdb1d35bbb660b5bda7.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n15_JPG.rf.2e80b70cdfce7322d5ebc01ebe41c8b1.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac32_JPG.rf.662ef23a54d9e4066e76d51729fee5c9.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac18_jpg.rf.0b35cea6f55776b8073321d72d3d1369.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac49_JPG.rf.6de802f1926fe586363504f44f850c23.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac23_JPG.rf.2aa929424b78ecc9585c4ced1be5de46.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac48_JPG.rf.b4efee71e5338318aab4e746670c87d0.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n12_JPG.rf.69adccba3f6868df2df82b6d4cb5cb4c.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac100_JPG.rf.a41d4a786f2197b20cfa6372cc1625a5.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac9_JPG.rf.4b07e6e3d7ccb9c46fd86b6a10566bf9.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac60_JPG.rf.5070e24b2882dde6da5dcd80b9998345.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n5_JPG.rf.8480279b9552a7919d204669f23e7c9d.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac32_JPG.rf.090ae03bab72968160738f0edecf6e99.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac97_JPG.rf.f7f08d1f3e03b211c48971da7a46c862.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac36_JPG.rf.b3740268fc935a9d0e4eae92851d7292.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac89_JPG.rf.6323cac4e9b2997dfd002b63f3d8386f.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac83_jpg.rf.8604ee00d7dd016e67f0e2993a911ac7.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac18_jpg.rf.e42fc535c2a81b630a63eb8da14eaa1a.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac100_JPG.rf.eff5eeb00d8883343f97e028dace935f.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac52_JPG.rf.200f35a93b10e4d34298b869cf1c8312.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac29_JPG.rf.19b60040ccb032175545ddd2ffb93961.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n17_JPG.rf.c0a73436a37db89d7d887a040b08754e.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n5_JPG.rf.32bb95dd14d1ca5298eed7aa9b64ded8.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac5_jpg.rf.e5dc0f03f2ad9c666675f820451750fb.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n20_JPG.rf.456582b6d04f8076863d585ae7d61d28.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac39_JPG.rf.bcf25318fbda6af488244f3c65e127f8.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac88_jpg.rf.e18f053757a2f3c4abe2535698f4b910.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac55_JPG.rf.a4d2cdf3a04701db25bc1b9a9153ec5e.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac42_JPG.rf.4a9ed98692568c65f7c9949f7bb0de2a.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n15_JPG.rf.c5dfd5373c3e219c67e5db03922e8db4.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac58_JPG.rf.a34819b7161b6e5993b1eb78908f60af.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac21_jpg.rf.4108626539118981c727c6b8bd0666f0.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac18_jpg.rf.2f8d79229a401081698baf89be403eab.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n9_JPG.rf.e5f71c566b37115aa64b06c41aad8597.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac16_jpg.rf.b8ea40200cacea8254f462647f4f6037.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac48_JPG.rf.057a53b3aea702cc0e4a9036a01a310a.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac49_JPG.rf.80550c71675ad44709a9ffca5ff94320.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac84_jpg.rf.9e3791bbc9d8da225174916c6a2a6b52.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac91_JPG.rf.5418bdb61d6e13789828b91e246213e1.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac37_JPG.rf.fa6b1e14ee5023547d0d29e5c30e6689.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac89_JPG.rf.7cb89de416fa8b96303a3910329f4e81.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac82_JPG.rf.e3ed97b8cc24094c31a4193736c8d516.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac42_JPG.rf.c261946b8c2048831e79a65328565b0c.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac54_JPG.rf.51ac000c2df151ba4b5355b0e2f231bf.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac84_jpg.rf.a54940215d7cae181e0a546550ba723b.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac50_JPG.rf.4ab6049d02c05213dfafbc2748d8317a.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac52_JPG.rf.d5cbb71bfd02c6d312f323993c06c967.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n16_JPG.rf.37f0c406eb0153a4ca82dc5297154a6f.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac1_jpg.rf.70df0aef0a6efc3e4d6e26ab97efae36.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac2_jpg.rf.536bb3f3a67b8e74d34bf09f928652cf.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac20_jpg.rf.432fde325b4945c6d1e75bbd8ad55281.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac45_JPG.rf.2ce1a2a5de4962d08cc080013951c89e.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac59_JPG.rf.fc03898e863fc5e8a7644d6310b2647d.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n4_JPG.rf.6a4a400c6c98b3221c2657b2d9724a44.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac48_JPG.rf.864857d126478c1ec829d017cd98c4e9.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac5_jpg.rf.f331e4df99dc6f03e5819790ec346c34.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac88_jpg.rf.a7fe9a6f6013aa30607577431458340f.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac89_JPG.rf.bba10646e420e40b6ebcacbfa65c9094.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n18_JPG.rf.0d4e3800fe5f8a9dd33a71da1af793b7.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac53_JPG.rf.9c71b4c5f100c98a2ef9df9ab9afcaca.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac26_JPG.rf.609d1161af0a2bda4be9ec5feab4e792.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n6_JPG.rf.842e9c13e1c09d8c965534febf484145.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n2_JPG.rf.8d7119818038ba98168b503a1611e3df.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac40_JPG.rf.0c2ab93b84b26ca292327f47e2291b2f.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac33_JPG.rf.e9945db9d54a615388635de539dccffb.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac11_jpg.rf.86537be468fa67a230fc9838b41b1ea1.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/n12_JPG.rf.fdd837c6bb2be6445c886cfd69d7ef71.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac13_jpg.rf.b94d5322d4dd7705b82b61bc62ba8b76.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac88_jpg.rf.2e9361c860b928ad4a8f7aff31705017.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac87_png.rf.a398f6a4e64526e48fc0893f0ba532fa.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/acne/ac34_JPG.rf.7e7d2d39b830a674cea0259af56f720c.jpg,acne
/blue/bme6938/share/Datasets/SkinLesions/eksim/ek49_JPG.rf.36671d9cec8e3c0525a8d9c6093530a0.jpg,eksim
/blue/bme6938/share/Datasets/SkinLesions/eksim/ek65_JPG.rf.c2e255328f71097c909b4c8e1bef1aed.jpg,eksim
